包螟家疙,包螟矫埃,困档,版档,炼困(cm),荐柯(∩),堪盒(PSU),蜡狼颇绊(m),蜡狼颇林扁(sec),弥措颇绊(m),弥措颇林扁(sec),浅加(m/s),,浅氢(deg),扁柯(∩),扁拘(hPa),矫沥(m)
傣利档,2022-11-30 3:40,37.226333,126.156556,172,-,-,-,-,-,-,4.9,辑合辑,287,-2.6,1030.4,-
傣利档,2022-11-30 3:41,37.226333,126.156556,172,-,-,-,-,-,-,8.1,合辑,324,-2.6,1030.4,-
傣利档,2022-11-30 3:42,37.226333,126.156556,172,-,-,-,-,-,-,2.9,合辑,305,-2.5,1030.3,-
傣利档,2022-11-30 3:43,37.226333,126.156556,173,-,-,-,-,-,-,2.8,合辑,313,-2.5,1030.4,-
傣利档,2022-11-30 3:44,37.226333,126.156556,174,-,-,-,-,-,-,3.5,巢辑,232,-2.5,1030.3,-
傣利档,2022-11-30 3:45,37.226333,126.156556,175,-,-,-,-,-,-,4.8,合辑,305,-2.5,1030.2,-
傣利档,2022-11-30 3:46,37.226333,126.156556,174,-,-,-,-,-,-,9.2,合,349,-2.5,1030.4,-
傣利档,2022-11-30 3:47,37.226333,126.156556,174,-,-,-,-,-,-,3.2,合,355,-2.4,1030.3,-
傣利档,2022-11-30 3:48,37.226333,126.156556,172,-,-,-,-,-,-,3.2,合,352,-2.4,1030.3,-
傣利档,2022-11-30 3:49,37.226333,126.156556,171,-,-,-,-,-,-,2.9,辑合辑,288,-2.4,1030.2,-
傣利档,2022-11-30 3:50,37.226333,126.156556,171,-,-,-,-,-,-,4.3,辑,280,-2.4,1030.2,-
傣利档,2022-11-30 3:51,37.226333,126.156556,170,-,-,-,-,-,-,5,合合辑,328,-2.4,1030.3,-
傣利档,2022-11-30 3:52,37.226333,126.156556,169,-,-,-,-,-,-,3.6,合辑,325,-2.4,1030.3,-
傣利档,2022-11-30 3:53,37.226333,126.156556,169,-,-,-,-,-,-,4.5,辑,269,-2.4,1030.2,-
傣利档,2022-11-30 3:54,37.226333,126.156556,-,-,-,-,-,-,-,4.1,辑合辑,290,-2.4,1030.3,-
傣利档,2022-11-30 3:55,37.226333,126.156556,170,-,-,-,-,-,-,3.4,合悼,54,-2.4,1030.3,-
傣利档,2022-11-30 3:56,37.226333,126.156556,172,-,-,-,-,-,-,3.4,辑,272,-2.5,1030.2,-
傣利档,2022-11-30 3:57,37.226333,126.156556,173,-,-,-,-,-,-,3.1,辑合辑,297,-2.5,1030.2,-
傣利档,2022-11-30 3:58,37.226333,126.156556,174,-,-,-,-,-,-,3.4,辑,266,-2.5,1030.2,-
傣利档,2022-11-30 3:59,37.226333,126.156556,176,-,-,-,-,-,-,3.5,辑,276,-2.5,1030,-
傣利档,2022-11-30 4:00,37.226333,126.156556,178,-,-,-,-,-,-,1.4,合辑,320,-2.5,1030,-
傣利档,2022-11-30 4:01,37.226333,126.156556,178,-,-,-,-,-,-,5,合辑,312,-2.5,1030.1,-
傣利档,2022-11-30 4:02,37.226333,126.156556,179,-,-,-,-,-,-,6.7,合合辑,348,-2.5,1030.1,-
傣利档,2022-11-30 4:03,37.226333,126.156556,180,-,-,-,-,-,-,5.9,合辑,325,-2.5,1029.9,-
傣利档,2022-11-30 4:04,37.226333,126.156556,180,-,-,-,-,-,-,4.8,合辑,311,-2.5,1030.1,-
傣利档,2022-11-30 4:05,37.226333,126.156556,180,-,-,-,-,-,-,4.4,辑,268,-2.6,1029.9,-
傣利档,2022-11-30 4:06,37.226333,126.156556,181,-,-,-,-,-,-,3.7,合辑,323,-2.6,1030,-
傣利档,2022-11-30 4:07,37.226333,126.156556,181,-,-,-,-,-,-,1.4,合,359,-2.6,1029.9,-
傣利档,2022-11-30 4:08,37.226333,126.156556,180,-,-,-,-,-,-,4.8,辑合辑,292,-2.5,1029.9,-
傣利档,2022-11-30 4:09,37.226333,126.156556,179,-,-,-,-,-,-,2.8,辑巢辑,257,-2.5,1030,-
傣利档,2022-11-30 4:10,37.226333,126.156556,179,-,-,-,-,-,-,1.4,巢,189,-2.5,1030.1,-
傣利档,2022-11-30 4:11,37.226333,126.156556,181,-,-,-,-,-,-,4.2,辑合辑,302,-2.4,1030.1,-
傣利档,2022-11-30 4:12,37.226333,126.156556,181,-,-,-,-,-,-,5,合合辑,347,-2.4,1030,-
傣利档,2022-11-30 4:13,37.226333,126.156556,181,-,-,-,-,-,-,3,合辑,305,-2.4,1029.9,-
傣利档,2022-11-30 4:14,37.226333,126.156556,182,-,-,-,-,-,-,4.4,辑,278,-2.4,1029.9,-
傣利档,2022-11-30 4:15,37.226333,126.156556,181,-,-,-,-,-,-,3.5,辑,262,-2.5,1029.9,-
傣利档,2022-11-30 4:16,37.226333,126.156556,182,-,-,-,-,-,-,7.1,辑,278,-2.4,1029.8,-
傣利档,2022-11-30 4:17,37.226333,126.156556,183,-,-,-,-,-,-,2.7,辑,261,-2.5,1030,-
傣利档,2022-11-30 4:18,37.226333,126.156556,184,-,-,-,-,-,-,3.4,合,6,-2.5,1030.2,-
傣利档,2022-11-30 4:19,37.226333,126.156556,185,-,-,-,-,-,-,1.8,巢,180,-2.5,1029.9,-
傣利档,2022-11-30 4:20,37.226333,126.156556,188,-,-,-,-,-,-,2.6,辑,277,-2.5,1030.1,-
傣利档,2022-11-30 4:21,37.226333,126.156556,190,-,-,-,-,-,-,4,辑合辑,290,-2.5,1030.2,-
傣利档,2022-11-30 4:22,37.226333,126.156556,191,-,-,-,-,-,-,5.2,辑,265,-2.5,1030.2,-
傣利档,2022-11-30 4:23,37.226333,126.156556,191,-,-,-,-,-,-,1.7,辑合辑,302,-2.6,1030.1,-
傣利档,2022-11-30 4:24,37.226333,126.156556,190,-,-,-,-,-,-,3.2,辑巢辑,239,-2.7,1030.1,-
傣利档,2022-11-30 4:25,37.226333,126.156556,190,-,-,-,-,-,-,4.4,辑,274,-2.6,1030.2,-
傣利档,2022-11-30 4:26,37.226333,126.156556,191,-,-,-,-,-,-,5.3,合辑,305,-2.6,1030.2,-
傣利档,2022-11-30 4:27,37.226333,126.156556,191,-,-,-,-,-,-,5.2,合辑,304,-2.7,1030.1,-
傣利档,2022-11-30 4:28,37.226333,126.156556,193,-,-,-,-,-,-,5.3,辑合辑,300,-2.7,1030,-
傣利档,2022-11-30 4:29,37.226333,126.156556,195,-,-,-,-,-,-,2.9,辑,281,-2.7,1029.9,-
傣利档,2022-11-30 4:30,37.226333,126.156556,195,-,-,-,-,-,-,6,辑,280,-2.7,1029.8,-
傣利档,2022-11-30 4:31,37.226333,126.156556,196,-,-,-,-,-,-,2.3,合辑,310,-2.7,1029.8,-
傣利档,2022-11-30 4:32,37.226333,126.156556,198,-,-,-,-,-,-,1.6,辑巢辑,252,-2.7,1029.8,-
傣利档,2022-11-30 4:33,37.226333,126.156556,200,-,-,-,-,-,-,1.4,合辑,321,-2.6,1030,-
傣利档,2022-11-30 4:34,37.226333,126.156556,203,-,-,-,-,-,-,3.1,辑,275,-2.6,1030,-
傣利档,2022-11-30 4:35,37.226333,126.156556,205,-,-,-,-,-,-,4.2,辑,281,-2.6,1030.2,-
傣利档,2022-11-30 4:36,37.226333,126.156556,205,-,-,-,-,-,-,3.2,合辑,320,-2.6,1030.2,-
傣利档,2022-11-30 4:37,37.226333,126.156556,206,-,-,-,-,-,-,6.8,辑合辑,292,-2.7,1030.1,-
傣利档,2022-11-30 4:38,37.226333,126.156556,207,-,-,-,-,-,-,4.5,辑,278,-2.8,1030.1,-
傣利档,2022-11-30 4:39,37.226333,126.156556,207,-,-,-,-,-,-,4.7,辑,269,-2.8,1030.1,-
傣利档,2022-11-30 4:40,37.226333,126.156556,207,-,-,-,-,-,-,3.5,合辑,317,-2.9,1030.2,-
傣利档,2022-11-30 4:41,37.226333,126.156556,206,-,-,-,-,-,-,1.2,辑巢辑,242,-2.8,1030.3,-
傣利档,2022-11-30 4:42,37.226333,126.156556,206,-,-,-,-,-,-,3.7,辑,281,-2.7,1030.2,-
傣利档,2022-11-30 4:43,37.226333,126.156556,206,-,-,-,-,-,-,2,辑巢辑,254,-2.7,1030.1,-
傣利档,2022-11-30 4:44,37.226333,126.156556,206,-,-,-,-,-,-,2.3,巢巢辑,211,-2.8,1030.1,-
傣利档,2022-11-30 4:45,37.226333,126.156556,207,-,-,-,-,-,-,7.6,辑合辑,289,-2.8,1030.1,-
傣利档,2022-11-30 4:46,37.226333,126.156556,209,-,-,-,-,-,-,5,辑,273,-2.8,1030.1,-
傣利档,2022-11-30 4:47,37.226333,126.156556,210,-,-,-,-,-,-,5.4,辑合辑,284,-2.8,1030,-
傣利档,2022-11-30 4:48,37.226333,126.156556,214,-,-,-,-,-,-,4.8,合辑,306,-2.9,1030.1,-
傣利档,2022-11-30 4:49,37.226333,126.156556,216,-,-,-,-,-,-,2.7,辑,273,-3,1030,-
傣利档,2022-11-30 4:50,37.226333,126.156556,218,-,-,-,-,-,-,6,辑合辑,291,-3,1030,-
傣利档,2022-11-30 4:51,37.226333,126.156556,219,-,-,-,-,-,-,2.2,巢悼,130,-3,1029.9,-
傣利档,2022-11-30 4:52,37.226333,126.156556,222,-,-,-,-,-,-,3.5,辑,260,-3,1029.9,-
傣利档,2022-11-30 4:53,37.226333,126.156556,224,-,-,-,-,-,-,2.2,巢巢辑,196,-3,1030,-
傣利档,2022-11-30 4:54,37.226333,126.156556,224,-,-,-,-,-,-,4.1,合辑,304,-3,1030.2,-
傣利档,2022-11-30 4:55,37.226333,126.156556,224,-,-,-,-,-,-,1.9,巢悼,142,-3,1030.1,-
傣利档,2022-11-30 4:56,37.226333,126.156556,226,-,-,-,-,-,-,5.3,辑,265,-3,1030,-
傣利档,2022-11-30 4:57,37.226333,126.156556,228,-,-,-,-,-,-,2.9,辑,271,-2.9,1029.9,-
傣利档,2022-11-30 4:58,37.226333,126.156556,229,-,-,-,-,-,-,2,合合悼,12,-2.8,1030.3,-
傣利档,2022-11-30 4:59,37.226333,126.156556,231,-,-,-,-,-,-,1.8,巢悼,132,-2.8,1030,-
傣利档,2022-11-30 5:00,37.226333,126.156556,231,-,-,-,-,-,-,1.8,辑,269,-2.8,1030.2,-
傣利档,2022-11-30 5:01,37.226333,126.156556,230,-,-,-,-,-,-,4.6,合辑,308,-2.8,1030.2,-
傣利档,2022-11-30 5:02,37.226333,126.156556,231,-,-,-,-,-,-,5.1,合辑,311,-2.8,1030.5,-
傣利档,2022-11-30 5:03,37.226333,126.156556,231,-,-,-,-,-,-,5.7,辑合辑,297,-2.8,1030.4,-
傣利档,2022-11-30 5:04,37.226333,126.156556,233,-,-,-,-,-,-,4.5,辑,265,-2.9,1030.3,-
傣利档,2022-11-30 5:05,37.226333,126.156556,236,-,-,-,-,-,-,3.8,辑,273,-2.9,1030.4,-
傣利档,2022-11-30 5:06,37.226333,126.156556,238,-,-,-,-,-,-,5.1,辑,260,-2.8,1030.4,-
傣利档,2022-11-30 5:07,37.226333,126.156556,240,-,-,-,-,-,-,6,辑巢辑,254,-2.8,1030.4,-
傣利档,2022-11-30 5:08,37.226333,126.156556,241,-,-,-,-,-,-,3.4,辑合辑,299,-2.8,1030.6,-
傣利档,2022-11-30 5:09,37.226333,126.156556,241,-,-,-,-,-,-,1.9,合悼,53,-2.9,1030.5,-
傣利档,2022-11-30 5:10,37.226333,126.156556,242,-,-,-,-,-,-,3.5,辑,260,-2.9,1030.5,-
傣利档,2022-11-30 5:11,37.226333,126.156556,243,-,-,-,-,-,-,3.7,合辑,321,-2.9,1030.6,-
傣利档,2022-11-30 5:12,37.226333,126.156556,245,-,-,-,-,-,-,6.5,合合辑,337,-2.9,1030.7,-
傣利档,2022-11-30 5:13,37.226333,126.156556,247,-,-,-,-,-,-,6.6,辑合辑,293,-2.9,1030.5,-
傣利档,2022-11-30 5:14,37.226333,126.156556,248,-,-,-,-,-,-,4.1,辑合辑,294,-3,1030.4,-
傣利档,2022-11-30 5:15,37.226333,126.156556,248,-,-,-,-,-,-,5.4,辑,271,-3,1030.1,-
傣利档,2022-11-30 5:16,37.226333,126.156556,248,-,-,-,-,-,-,3.3,辑,280,-3,1030.4,-
傣利档,2022-11-30 5:17,37.226333,126.156556,249,-,-,-,-,-,-,3.9,合合辑,336,-3,1030.3,-
傣利档,2022-11-30 5:18,37.226333,126.156556,250,-,-,-,-,-,-,2.1,合悼,44,-3,1030.4,-
傣利档,2022-11-30 5:19,37.226333,126.156556,252,-,-,-,-,-,-,1.6,巢辑,236,-3,1030.4,-
傣利档,2022-11-30 5:20,37.226333,126.156556,253,-,-,-,-,-,-,3.1,辑巢辑,256,-3.1,1030.4,-
傣利档,2022-11-30 5:21,37.226333,126.156556,255,-,-,-,-,-,-,4.7,辑,277,-3.1,1030.5,-
傣利档,2022-11-30 5:22,37.226333,126.156556,255,-,-,-,-,-,-,5.4,辑合辑,294,-3,1030.5,-
傣利档,2022-11-30 5:23,37.226333,126.156556,256,-,-,-,-,-,-,3,合辑,322,-3,1030.7,-
傣利档,2022-11-30 5:24,37.226333,126.156556,259,-,-,-,-,-,-,2.3,辑合辑,286,-2.9,1030.6,-
傣利档,2022-11-30 5:25,37.226333,126.156556,260,-,-,-,-,-,-,6.2,辑合辑,294,-2.9,1030.5,-
傣利档,2022-11-30 5:26,37.226333,126.156556,262,-,-,-,-,-,-,4.1,辑合辑,297,-2.9,1030.5,-
傣利档,2022-11-30 5:27,37.226333,126.156556,265,-,-,-,-,-,-,2.8,辑巢辑,241,-2.9,1030.6,-
傣利档,2022-11-30 5:28,37.226333,126.156556,266,-,-,-,-,-,-,4.4,辑,271,-3,1030.4,-
傣利档,2022-11-30 5:29,37.226333,126.156556,268,-,-,-,-,-,-,2.1,辑合辑,283,-3,1030.6,-
傣利档,2022-11-30 5:30,37.226333,126.156556,270,-,-,-,-,-,-,2.1,辑,275,-3,1030.7,-
傣利档,2022-11-30 5:31,37.226333,126.156556,273,-,-,-,-,-,-,4.1,合辑,313,-3,1030.7,-
傣利档,2022-11-30 5:32,37.226333,126.156556,275,-,-,-,-,-,-,3.2,辑,278,-3,1030.7,-
傣利档,2022-11-30 5:33,37.226333,126.156556,276,-,-,-,-,-,-,3.3,辑合辑,285,-3,1030.6,-
傣利档,2022-11-30 5:34,37.226333,126.156556,276,-,-,-,-,-,-,2.7,辑合辑,299,-3,1030.7,-
傣利档,2022-11-30 5:35,37.226333,126.156556,277,-,-,-,-,-,-,4.5,辑合辑,295,-3,1030.6,-
傣利档,2022-11-30 5:36,37.226333,126.156556,277,-,-,-,-,-,-,5.6,辑,269,-3,1030.4,-
傣利档,2022-11-30 5:37,37.226333,126.156556,279,-,-,-,-,-,-,1.8,巢巢悼,165,-3,1030.6,-
傣利档,2022-11-30 5:38,37.226333,126.156556,281,-,-,-,-,-,-,2.3,巢辑,222,-3,1030.7,-
傣利档,2022-11-30 5:39,37.226333,126.156556,283,-,-,-,-,-,-,4.5,辑合辑,285,-3,1030.5,-
傣利档,2022-11-30 5:40,37.226333,126.156556,283,-,-,-,-,-,-,7.3,辑合辑,296,-3,1030.6,-
傣利档,2022-11-30 5:41,37.226333,126.156556,284,-,-,-,-,-,-,8.2,辑合辑,297,-3.1,1030.5,-
傣利档,2022-11-30 5:42,37.226333,126.156556,285,-,-,-,-,-,-,6.7,辑合辑,288,-3.1,1030.6,-
傣利档,2022-11-30 5:43,37.226333,126.156556,286,-,-,-,-,-,-,3.5,辑合辑,288,-3.1,1030.7,-
傣利档,2022-11-30 5:44,37.226333,126.156556,289,-,-,-,-,-,-,3,辑合辑,293,-3.1,1030.7,-
傣利档,2022-11-30 5:45,37.226333,126.156556,290,-,-,-,-,-,-,3.7,合合辑,335,-3.1,1030.7,-
傣利档,2022-11-30 5:46,37.226333,126.156556,291,-,-,-,-,-,-,5.2,辑合辑,298,-3.2,1030.6,-
傣利档,2022-11-30 5:47,37.226333,126.156556,292,-,-,-,-,-,-,4.9,合辑,306,-3.3,1030.7,-
傣利档,2022-11-30 5:48,37.226333,126.156556,294,-,-,-,-,-,-,1.5,辑,270,-3.3,1030.7,-
傣利档,2022-11-30 5:49,37.226333,126.156556,296,-,-,-,-,-,-,6.2,辑,268,-3.3,1030.6,-
傣利档,2022-11-30 5:50,37.226333,126.156556,297,-,-,-,-,-,-,4.7,合合辑,334,-3.3,1030.8,-
傣利档,2022-11-30 5:51,37.226333,126.156556,298,-,-,-,-,-,-,3.5,合辑,319,-3.2,1030.8,-
傣利档,2022-11-30 5:52,37.226333,126.156556,299,-,-,-,-,-,-,5.1,辑合辑,284,-3.2,1030.7,-
傣利档,2022-11-30 5:53,37.226333,126.156556,300,-,-,-,-,-,-,6.7,合合辑,333,-3.2,1030.6,-
傣利档,2022-11-30 5:54,37.226333,126.156556,302,-,-,-,-,-,-,3.8,辑合辑,288,-3.2,1030.8,-
傣利档,2022-11-30 5:55,37.226333,126.156556,305,-,-,-,-,-,-,2.8,合合辑,338,-3.2,1030.9,-
傣利档,2022-11-30 5:56,37.226333,126.156556,307,-,-,-,-,-,-,4.7,合,3,-3.2,1030.8,-
傣利档,2022-11-30 5:57,37.226333,126.156556,308,-,-,-,-,-,-,2.8,合合辑,327,-3.2,1030.9,-
傣利档,2022-11-30 5:58,37.226333,126.156556,309,-,-,-,-,-,-,5,辑合辑,288,-3.1,1030.9,-
傣利档,2022-11-30 5:59,37.226333,126.156556,310,-,-,-,-,-,-,5.4,辑,275,-3.1,1031,-
傣利档,2022-11-30 6:00,37.226333,126.156556,311,-,-,-,-,-,-,5.1,辑合辑,301,-3.1,1031,-
傣利档,2022-11-30 6:01,37.226333,126.156556,314,-,-,-,-,-,-,2.4,合辑,304,-3.1,1031,-
傣利档,2022-11-30 6:02,37.226333,126.156556,316,-,-,-,-,-,-,4.2,合辑,324,-3.1,1031,-
傣利档,2022-11-30 6:03,37.226333,126.156556,319,-,-,-,-,-,-,4.8,合合辑,340,-3.1,1031.1,-
傣利档,2022-11-30 6:04,37.226333,126.156556,322,-,-,-,-,-,-,3.5,合合辑,334,-3.1,1031.1,-
傣利档,2022-11-30 6:05,37.226333,126.156556,321,-,-,-,-,-,-,3.5,合合辑,346,-3.1,1031,-
傣利档,2022-11-30 6:06,37.226333,126.156556,323,-,-,-,-,-,-,4.2,辑合辑,300,-3.1,1030.9,-
傣利档,2022-11-30 6:07,37.226333,126.156556,323,-,-,-,-,-,-,5.1,辑,275,-3.1,1030.9,-
傣利档,2022-11-30 6:08,37.226333,126.156556,324,-,-,-,-,-,-,4.3,辑合辑,295,-3.1,1031,-
傣利档,2022-11-30 6:09,37.226333,126.156556,325,-,-,-,-,-,-,2.6,合合辑,332,-3.1,1031,-
傣利档,2022-11-30 6:10,37.226333,126.156556,328,-,-,-,-,-,-,2.1,合辑,314,-3.1,1031,-
傣利档,2022-11-30 6:11,37.226333,126.156556,328,-,-,-,-,-,-,3.9,辑合辑,293,-3.1,1031.1,-
傣利档,2022-11-30 6:12,37.226333,126.156556,330,-,-,-,-,-,-,5.4,辑合辑,297,-3.1,1031.2,-
傣利档,2022-11-30 6:13,37.226333,126.156556,331,-,-,-,-,-,-,5.5,合合辑,335,-3.1,1031.1,-
傣利档,2022-11-30 6:14,37.226333,126.156556,332,-,-,-,-,-,-,3.4,辑,273,-3.1,1031.2,-
傣利档,2022-11-30 6:15,37.226333,126.156556,334,-,-,-,-,-,-,3.4,合辑,313,-3.2,1031.2,-
傣利档,2022-11-30 6:16,37.226333,126.156556,337,-,-,-,-,-,-,3.9,辑合辑,303,-3.2,1031.3,-
傣利档,2022-11-30 6:17,37.226333,126.156556,340,-,-,-,-,-,-,2.1,合辑,325,-3.2,1031.2,-
傣利档,2022-11-30 6:18,37.226333,126.156556,342,-,-,-,-,-,-,2.4,辑合辑,296,-3.2,1031.2,-
傣利档,2022-11-30 6:19,37.226333,126.156556,343,-,-,-,-,-,-,5.2,辑合辑,293,-3.3,1031.2,-
傣利档,2022-11-30 6:20,37.226333,126.156556,343,-,-,-,-,-,-,5.3,合辑,317,-3.3,1031.3,-
傣利档,2022-11-30 6:21,37.226333,126.156556,344,-,-,-,-,-,-,5,辑,260,-3.4,1031,-
傣利档,2022-11-30 6:22,37.226333,126.156556,344,-,-,-,-,-,-,6.3,合辑,310,-3.4,1031.2,-
傣利档,2022-11-30 6:23,37.226333,126.156556,344,-,-,-,-,-,-,5.1,合辑,306,-3.4,1031.3,-
傣利档,2022-11-30 6:24,37.226333,126.156556,346,-,-,-,-,-,-,2.2,合合悼,27,-3.4,1031.2,-
傣利档,2022-11-30 6:25,37.226333,126.156556,350,-,-,-,-,-,-,2.4,合,358,-3.4,1031.3,-
傣利档,2022-11-30 6:26,37.226333,126.156556,352,-,-,-,-,-,-,3.9,合合辑,336,-3.4,1031.3,-
傣利档,2022-11-30 6:27,37.226333,126.156556,354,-,-,-,-,-,-,6.4,合辑,309,-3.4,1031.5,-
傣利档,2022-11-30 6:28,37.226333,126.156556,355,-,-,-,-,-,-,3.5,辑合辑,292,-3.5,1031.2,-
傣利档,2022-11-30 6:29,37.226333,126.156556,357,-,-,-,-,-,-,3.2,辑合辑,303,-3.6,1031.2,-
傣利档,2022-11-30 6:30,37.226333,126.156556,358,-,-,-,-,-,-,1.4,辑,275,-3.5,1031.3,-
傣利档,2022-11-30 6:31,37.226333,126.156556,361,-,-,-,-,-,-,4.2,辑,278,-3.5,1031.4,-
傣利档,2022-11-30 6:32,37.226333,126.156556,364,-,-,-,-,-,-,3.5,合合辑,335,-3.5,1031.5,-
傣利档,2022-11-30 6:33,37.226333,126.156556,366,-,-,-,-,-,-,3,合合辑,345,-3.5,1031.2,-
傣利档,2022-11-30 6:34,37.226333,126.156556,369,-,-,-,-,-,-,1.8,辑合辑,301,-3.4,1031.3,-
傣利档,2022-11-30 6:35,37.226333,126.156556,370,-,-,-,-,-,-,5.2,辑合辑,302,-3.4,1031.4,-
傣利档,2022-11-30 6:36,37.226333,126.156556,370,-,-,-,-,-,-,3.4,合辑,325,-3.4,1031.5,-
傣利档,2022-11-30 6:37,37.226333,126.156556,371,-,-,-,-,-,-,4.7,合辑,317,-3.4,1031.7,-
傣利档,2022-11-30 6:38,37.226333,126.156556,372,-,-,-,-,-,-,5.4,合辑,312,-3.4,1031.6,-
傣利档,2022-11-30 6:39,37.226333,126.156556,371,-,-,-,-,-,-,3.3,合合辑,348,-3.5,1031.5,-
傣利档,2022-11-30 6:40,37.226333,126.156556,370,-,-,-,-,-,-,3.4,辑合辑,294,-3.5,1031.5,-
傣利档,2022-11-30 6:41,37.226333,126.156556,372,-,-,-,-,-,-,4.4,辑合辑,282,-3.4,1031.6,-
傣利档,2022-11-30 6:42,37.226333,126.156556,374,-,-,-,-,-,-,3.3,辑,275,-3.4,1031.5,-
傣利档,2022-11-30 6:43,37.226333,126.156556,375,-,-,-,-,-,-,3.7,合辑,318,-3.4,1031.7,-
傣利档,2022-11-30 6:44,37.226333,126.156556,377,-,-,-,-,-,-,3.3,合,356,-3.5,1031.6,-
傣利档,2022-11-30 6:45,37.226333,126.156556,379,-,-,-,-,-,-,4,辑合辑,285,-3.5,1031.6,-
傣利档,2022-11-30 6:46,37.226333,126.156556,381,-,-,-,-,-,-,4.1,合合辑,327,-3.5,1031.7,-
傣利档,2022-11-30 6:47,37.226333,126.156556,384,-,-,-,-,-,-,2.8,合辑,320,-3.4,1031.8,-
傣利档,2022-11-30 6:48,37.226333,126.156556,387,-,-,-,-,-,-,2.7,合辑,306,-3.4,1031.8,-
傣利档,2022-11-30 6:49,37.226333,126.156556,390,-,-,-,-,-,-,2.3,辑合辑,297,-3.4,1031.6,-
傣利档,2022-11-30 6:50,37.226333,126.156556,393,-,-,-,-,-,-,1.9,合辑,308,-3.4,1031.8,-
傣利档,2022-11-30 6:51,37.226333,126.156556,395,-,-,-,-,-,-,3.7,合辑,317,-3.4,1031.7,-
傣利档,2022-11-30 6:52,37.226333,126.156556,395,-,-,-,-,-,-,2.4,合合辑,327,-3.3,1031.8,-
傣利档,2022-11-30 6:53,37.226333,126.156556,395,-,-,-,-,-,-,1.8,辑合辑,297,-3.3,1031.7,-
傣利档,2022-11-30 6:54,37.226333,126.156556,394,-,-,-,-,-,-,4.5,辑合辑,295,-3.3,1031.6,-
傣利档,2022-11-30 6:55,37.226333,126.156556,395,-,-,-,-,-,-,3.9,辑合辑,282,-3.3,1031.6,-
傣利档,2022-11-30 6:56,37.226333,126.156556,396,-,-,-,-,-,-,4.2,辑合辑,292,-3.4,1031.5,-
傣利档,2022-11-30 6:57,37.226333,126.156556,399,-,-,-,-,-,-,5.3,辑合辑,295,-3.4,1031.6,-
傣利档,2022-11-30 6:58,37.226333,126.156556,400,-,-,-,-,-,-,5,辑合辑,282,-3.3,1031.5,-
傣利档,2022-11-30 6:59,37.226333,126.156556,402,-,-,-,-,-,-,4.7,辑合辑,299,-3.4,1031.7,-
傣利档,2022-11-30 7:00,37.226333,126.156556,402,-,-,-,-,-,-,5.8,合辑,306,-3.3,1031.8,-
傣利档,2022-11-30 7:01,37.226333,126.156556,404,-,-,-,-,-,-,5.5,合,356,-3.4,1031.7,-
傣利档,2022-11-30 7:02,37.226333,126.156556,409,-,-,-,-,-,-,2,辑,269,-3.5,1031.5,-
傣利档,2022-11-30 7:03,37.226333,126.156556,413,-,-,-,-,-,-,3.8,辑,280,-3.5,1031.6,-
傣利档,2022-11-30 7:04,37.226333,126.156556,414,-,-,-,-,-,-,1.4,辑,279,-3.4,1031.8,-
傣利档,2022-11-30 7:05,37.226333,126.156556,417,-,-,-,-,-,-,2.8,合,1,-3.3,1031.7,-
傣利档,2022-11-30 7:06,37.226333,126.156556,418,-,-,-,-,-,-,5,合合辑,347,-3.3,1031.9,-
傣利档,2022-11-30 7:07,37.226333,126.156556,417,-,-,-,-,-,-,2.5,合合悼,19,-3.3,1031.7,-
傣利档,2022-11-30 7:08,37.226333,126.156556,417,-,-,-,-,-,-,2.8,辑巢辑,254,-3.4,1031.7,-
傣利档,2022-11-30 7:09,37.226333,126.156556,419,-,-,-,-,-,-,5.8,辑,270,-3.4,1031.5,-
傣利档,2022-11-30 7:10,37.226333,126.156556,417,-,-,-,-,-,-,3.1,辑合辑,291,-3.3,1031.8,-
傣利档,2022-11-30 7:11,37.226333,126.156556,418,-,-,-,-,-,-,2.5,辑巢辑,244,-3.4,1031.9,-
傣利档,2022-11-30 7:12,37.226333,126.156556,420,-,-,-,-,-,-,4.1,辑巢辑,252,-3.4,1031.8,-
傣利档,2022-11-30 7:13,37.226333,126.156556,423,-,-,-,-,-,-,7.3,辑合辑,289,-3.4,1031.8,-
傣利档,2022-11-30 7:14,37.226333,126.156556,424,-,-,-,-,-,-,2.9,悼合悼,66,-3.6,1032.1,-
傣利档,2022-11-30 7:15,37.226333,126.156556,426,-,-,-,-,-,-,3,巢,182,-3.6,1031.8,-
傣利档,2022-11-30 7:16,37.226333,126.156556,428,-,-,-,-,-,-,4.8,合辑,311,-3.6,1032,-
傣利档,2022-11-30 7:17,37.226333,126.156556,430,-,-,-,-,-,-,3.3,辑,281,-3.6,1032,-
傣利档,2022-11-30 7:18,37.226333,126.156556,431,-,-,-,-,-,-,4.5,辑巢辑,245,-3.7,1031.8,-
傣利档,2022-11-30 7:19,37.226333,126.156556,433,-,-,-,-,-,-,3,辑合辑,285,-3.7,1032,-
傣利档,2022-11-30 7:20,37.226333,126.156556,435,-,-,-,-,-,-,3.3,辑合辑,292,-3.7,1032.1,-
傣利档,2022-11-30 7:21,37.226333,126.156556,436,-,-,-,-,-,-,6.6,辑合辑,282,-3.8,1031.9,-
傣利档,2022-11-30 7:22,37.226333,126.156556,437,-,-,-,-,-,-,5.6,辑合辑,294,-3.7,1032.1,-
傣利档,2022-11-30 7:23,37.226333,126.156556,437,-,-,-,-,-,-,1.9,合辑,325,-3.7,1032,-
